Id,Release_Date,Title,Vote_Average,Original_Language,Genre
8858,2010-08-24,Group Sex,5.8,en,"Comedy, Romance"
8859,1998-02-25,Kite,6.8,ja,"Animation, Crime, Action, Thriller"
8860,2005-09-05,Kiss Kiss Bang Bang,7.2,en,"Comedy, Crime, Mystery, Thriller"
8861,1991-06-07,Don't Tell Mom the Babysitter's Dead,6.1,en,"Comedy, Family"
8862,1984-10-10,Nineteen Eighty-Four,6.9,en,"Drama, Science Fiction, Thriller"
8863,1973-01-01,She Devils of the SS,3.9,de,"Drama, War"
8864,2012-01-31,When the Lights Went Out,5.7,en,"Thriller, Drama, Horror"
8865,2004-11-24,36th Precinct,6.8,fr,"Crime, Drama, Thriller"
8866,2021-09-21,Night of the Animated Dead,6.4,en,"Animation, Horror"
8867,2014-02-14,Cuban Fury,6,en,Comedy
8868,2005-02-12,North Country,7.2,en,Drama
8869,2010-09-22,Terror Trap,5,en,"Horror, Thriller"
8870,1989-09-12,Johnny Handsome,6.2,en,"Crime, Drama"
8871,2013-10-11,Grand Piano,6,en,"Thriller, Mystery"
8872,2008-08-06,Dorothy Mills,6.1,en,"Drama, Thriller, Mystery, Horror"
8873,1946-11-12,Song of the South,6.5,en,"Family, Music"
8874,2007-09-03,Disney Princess Enchanted Tales: Follow Your Dreams,6.5,en,"Animation, Family, Fantasy"
8875,1991-09-14,Roujin Z,6.4,ja,"Animation, Drama, Science Fiction"
8876,2013-05-11,Age of Dinosaurs,4.1,en,"Action, Science Fiction"
8877,1993-05-27,Raped by an Angel,4.7,cn,"Thriller, Crime"
8878,1978-08-16,Force 10 From Navarone,6.3,en,"Drama, Adventure, War"
8879,2017-12-01,Fullmetal Alchemist,5.3,ja,"Action, Fantasy, Science Fiction"
8880,2016-11-19,Tom and Jerry: Back to Oz,5.6,en,"Family, Animation, Fantasy, Comedy"
8881,2016-07-05,Joseph and Mary,5,en,Drama
8882,1999-07-09,Candyman: Day of the Dead,4.7,en,"Horror, Thriller"
8883,1964-11-21,Onibaba,7.8,ja,"Horror, Drama"
8884,1986-03-08,Fist of the North Star,7,ja,"Action, Animation, Drama, Science Fiction, Thriller"
8885,1958-01-29,Elevator to the Gallows,7.6,fr,"Crime, Drama, Thriller"
8886,2019-05-10,Sweet Family,7.7,es,Comedy
8887,1995-03-08,Victim of Desire,4.4,en,"Crime, Drama, Thriller"
8888,2007-04-27,The Invisible,6.3,en,"Fantasy, Thriller"
8889,2018-06-22,Calibre,6.5,en,"Horror, Thriller"
8890,1995-11-03,Total Eclipse,6.5,en,"Romance, Drama"
8891,1985-06-14,D.A.R.Y.L.,6.3,en,"Family, Science Fiction"
8892,2018-07-04,Super Crazy,6.5,es,Comedy
8893,2002-03-29,Sympathy for Mr. Vengeance,7.5,ko,"Action, Drama, Thriller"
8894,2012-08-23,The Apparition,4.4,en,"Horror, Thriller"
8895,2004-01-23,If Only,6.9,en,"Fantasy, Drama, Romance"
8896,1998-09-25,Urban Legend,5.7,en,"Horror, Thriller"
8897,1978-01-08,Revenge of the Pink Panther,6.6,en,"Action, Comedy, Crime, Thriller"
8898,1994-11-18,Star Trek: Generations,6.5,en,"Science Fiction, Action, Adventure, Thriller"
8899,1949-09-13,Late Spring,8.1,ja,Drama
8900,2016-12-07,Salt and Fire,4.8,en,"Drama, Thriller"
8901,2016-09-10,Tramps,6.1,en,"Comedy, Romance"
8902,2016-02-14,Urge,4.3,en,"Thriller, Mystery"
8903,1981-06-19,The Cannonball Run,6.1,en,"Action, Comedy"
8904,2012-12-01,Inazuma Eleven Go vs. Danball Senki W,6.5,ja,"Action, Adventure, Animation, Science Fiction"
8905,1995-04-21,The Cure,7.9,en,"Drama, Family"
8906,2014-11-20,Rise of the Legend,6.2,zh,"Action, Drama"
8907,2013-11-27,The Immigrant,6.3,en,"Drama, Romance"
8908,2018-11-02,The Marine 6: Close Quarters,6.9,en,Action
8909,2022-02-04,Moon Crash,3.5,en,Science Fiction
8910,2013-09-09,Miss Violence,7.1,el,Drama
8911,2016-12-01,Incarnate,5.4,en,"Horror, Thriller"
8912,1962-01-01,Sanjuro,8,ja,"Drama, Action, Comedy"
8913,1997-08-01,Air Bud,5.5,en,"Comedy, Family"
8914,2021-06-04,Breaking Boundaries: The Science of Our Planet,7.5,en,Documentary
8915,2021-10-08,"My Brother, My Sister",6.6,it,Drama
8916,2013-08-13,Open Grave,6,en,"Horror, Thriller, Mystery"
8917,2012-02-23,Gone,6.2,en,Thriller
8918,2005-05-13,Kicking & Screaming,5.8,en,"Family, Comedy"
8919,2016-08-12,Born in China,7.3,zh,Documentary
8920,2010-12-07,Donkey's Christmas Shrektacular,5.7,en,"Fantasy, Animation, Drama, Comedy, Science Fiction, Family"
8921,1973-09-17,Ivan Vasilyevich Changes His Profession,8,ru,"Comedy, Science Fiction"
8922,1968-07-19,Inspector Clouseau,5.3,en,"Comedy, Crime"
8923,1976-12-18,The Cassandra Crossing,6.2,en,"Action, Thriller"
8924,1982-08-16,The Beastmaster,6.4,en,"Fantasy, Adventure, Action"
8925,1966-11-24,One Million Years B.C.,6.1,en,"Adventure, Fantasy"
8926,2007-10-02,The Wailer 2,6.7,es,Horror
8927,2010-11-05,Last Night,6.1,en,"Drama, Romance"
8928,1990-10-05,Marked for Death,6,en,"Action, Crime"
8929,2004-01-28,Anatomy of Hell,4.8,fr,Drama
8930,1996-12-18,Marvin's Room,6.7,en,Drama
8931,1983-05-28,"Merry Christmas, Mr. Lawrence",7.4,ja,"Drama, History, War"
8932,2016-09-22,The Silence of the Sky,6.4,es,"Drama, Thriller"
8933,1965-06-17,The Collector,7.4,en,"Drama, Thriller"
8934,1979-12-14,1941,5.8,en,"Action, Comedy, War"
8935,1956-06-06,The Killing,7.7,en,"Crime, Drama, Thriller"
8936,1997-09-12,The Land Before Time V: The Mysterious Island,6.1,en,"Animation, Family, Adventure"
8937,2002-11-22,Friday After Next,6.2,en,Comedy
8938,1983-01-12,Danton,6.8,fr,"Drama, History"
8939,2020-02-14,Isi & Ossi,7,de,"Romance, Comedy"
8940,1985-06-21,Return to Oz,6.6,en,"Adventure, Family, Fantasy"
8941,2015-12-04,The Letters,5.8,en,Drama
8942,1940-03-15,The Grapes of Wrath,7.9,en,Drama
8943,2017-09-29,Haikyuu!! Movie 4: Battle of Concepts,8.3,ja,"Animation, Comedy, Drama"
8944,2003-09-26,Duplex,6.1,en,Comedy
8945,2007-11-07,Om Shanti Om,7,hi,"Comedy, Drama, Romance"
8946,2021-02-12,The Yin Yang Master,6.8,zh,"Action, Adventure, Drama, Fantasy, Romance"
8947,2002-04-22,American Psycho II: All American Girl,4.5,en,"Horror, Thriller"
8948,1952-10-09,Ikiru,8.4,ja,Drama
8949,2011-07-07,The Guard,7,en,"Action, Comedy, Thriller, Crime"
8950,2020-04-17,Persian Lessons,7.5,de,"War, Drama"
8951,2018-03-14,Rolling to You,6.6,fr,"Comedy, Romance"
8952,2006-04-29,Pokémon: The Mastermind of Mirage Pokémon,6.7,ja,"Animation, Action, Adventure"
8953,2020-02-14,Buffaloed,6.9,en,"Comedy, Drama, Romance"
8954,1998-02-12,Affliction,6.4,en,"Drama, Mystery, Thriller"
8955,2017-05-08,Vixen: The Movie,7,en,"Action, Animation"
8956,2004-01-01,Chasing Liberty,6.2,en,"Comedy, Romance"
8957,1965-06-24,Cat Ballou,6.5,en,"Comedy, Romance, Western"
8958,2015-12-31,Baskin,5.8,tr,"Fantasy, Horror, Science Fiction"
8959,1987-05-19,Anne of Green Gables: The Sequel,8,en,"Drama, Romance, Family"
8960,2007-02-09,The Last Mimzy,6.3,en,"Drama, Science Fiction, Adventure"
8961,2017-05-16,A Mermaid's Tale,5.4,en,Family
8962,1948-05-27,Melody Time,6.2,en,"Music, Family, Animation, Comedy"
8963,2001-03-30,Someone Like You...,5.9,en,"Comedy, Romance"
8964,1962-03-09,Knife in the Water,7.2,pl,Drama
8965,1969-06-17,The Wild Bunch,7.7,en,"Adventure, Western"
8966,2017-05-19,Wakefield,6.1,en,Drama
8967,1994-08-17,Raw Justice,4.5,en,"Thriller, Action"
8968,1993-02-12,Untamed Heart,6.8,en,"Comedy, Drama, Romance"
8969,2002-11-22,The Emperor's Club,7,en,"Drama, Romance"
8970,2006-08-11,Pulse,5,en,"Horror, Thriller"
8971,2001-09-28,Don't Say a Word,6.2,en,Thriller
8972,2012-02-02,Nameless Gangster,6.9,ko,"Crime, Thriller"
8973,2020-12-28,Meteor Moon,2.6,en,"Adventure, Science Fiction"
8974,2007-07-27,Butterfly on a Wheel,6.4,en,"Crime, Drama, Thriller"
8975,2010-02-26,Cop Out,5.6,en,"Action, Comedy, Crime"
8976,2008-07-13,Picture This,5.7,en,Comedy
8977,2020-05-11,Have a Good Trip: Adventures in Psychedelics,6.8,en,Documentary
8978,2011-09-09,Wuthering Heights,5.9,en,"Drama, Romance"
8979,2001-09-14,The Glass House,5.9,en,"Drama, Thriller"
8980,2005-06-07,Chucky's Vacation Slides,6.3,en,"Comedy, Horror"
8981,2015-12-04,A Very Murray Christmas,5.3,en,"Comedy, Music"
8982,2008-11-07,The Burning Plain,6.5,en,"Drama, Romance, Crime"
8983,2005-08-16,Supercross,6.2,en,"Action, Adventure, Drama, Romance"
8984,1982-06-04,Star Trek II: The Wrath of Khan,7.5,en,"Action, Adventure, Science Fiction, Thriller"
8985,2001-03-07,Fat Girl,6.2,fr,Drama
8986,1940-03-23,Rebecca,7.9,en,"Mystery, Drama, Thriller, Romance"
8987,2019-11-10,"Turu, the Wacky Hen",7.3,es,"Family, Animation, Music, Adventure"
8988,2017-05-05,The Dinner,4.4,en,"Drama, Thriller, Mystery"
8989,1998-02-05,Blues Brothers 2000,5.4,en,"Music, Action, Comedy, Crime"
8990,2011-04-28,The Lost Bladesman,6.3,zh,"History, Drama, Action, War"
8991,2019-08-18,Ted Bundy: Mind of a Monster,7.6,en,"Crime, Documentary"
8992,2018-07-20,Blindspotting,7.4,en,"Comedy, Drama"
8993,2005-10-04,Bratz: Rock Angelz,6.1,en,"Animation, Family"
8994,1990-08-17,Bullet in the Head,7.6,cn,"Thriller, Crime, Drama, Action, War"
8995,2016-08-25,You're Killing Me Susana,6.5,es,"Romance, Drama, Comedy"
8996,1996-03-01,Bloodsport II,5.5,en,"Action, Thriller"
8997,2019-02-20,Paradise Beach,5.2,fr,Action
8998,1978-09-22,Paradise Alley,5.9,en,"Action, Drama"
8999,1978-10-14,Watership Down,7.2,en,"Adventure, Animation, Drama"
9000,2014-08-28,Felony,5.7,en,"Mystery, Thriller, Crime"
9001,1986-10-24,Sid and Nancy,6.8,en,"Drama, Romance"
9002,2017-04-14,Altitude,4.8,en,"Action, Thriller"
9003,2006-07-13,"You, Me and Dupree",5.6,en,"Comedy, Romance"
9004,2008-02-17,Knight Rider,6.5,en,"Science Fiction, TV Movie"
9005,1983-03-04,Fearless Hyena 2,5.9,cn,Action
9006,2006-08-04,Everyone's Hero,5.9,en,"Adventure, Animation, Comedy, Family"
9007,2017-09-28,Mark Felt: The Man Who Brought Down the White House,6.1,en,"Drama, History, Thriller"
9008,2019-02-21,The Golden Glove,7,de,"Drama, Thriller, Crime, Horror"
9009,1992-06-30,Boomerang,5.6,en,"Comedy, Romance"
9010,1996-03-08,Hellraiser: Bloodline,5.3,en,"Horror, Science Fiction"
9011,2021-12-02,The Survivalist,4.6,en,"Thriller, Mystery, Action"
9012,2004-09-03,Paparazzi,5.4,en,"Action, Drama, Thriller"
9013,1991-07-18,Fight Back to School,6.6,cn,"Action, Comedy"
9014,2007-01-05,Code Name: The Cleaner,5.2,en,"Action, Comedy, Crime"
9015,2020-04-29,A Secret Love,7.4,en,Documentary
9016,2020-08-07,An American Pickle,5.8,en,"Comedy, Drama"
9017,1977-03-11,Airport '77,5.5,en,"Action, Adventure, Drama, Thriller"
9018,2018-08-03,Like Father,6.3,en,"Comedy, Drama"
9019,2015-03-30,The Ark,6.3,en,"Drama, TV Movie"
9020,2012-08-10,Freelancers,5.1,en,"Mystery, Drama, Action, Crime"
9021,2011-12-21,Albert Nobbs,6.3,en,Drama
9022,2022-03-10,Who Said Detox?,0,es,"Comedy, Drama, Family"
9023,2020-10-16,The Old Ways,7.3,en,"Horror, Fantasy"
9024,2020-01-27,Horse Girl,5.6,en,Drama
9025,2019-05-02,Vita & Virginia,6.9,en,"Drama, Romance"
9026,1969-10-04,The Undefeated,6.2,en,Western
9027,2006-04-19,"OSS 117: Cairo, Nest of Spies",7.3,fr,"Crime, Action, Adventure, Comedy"
9028,1997-09-05,Fire Down Below,5.6,en,"Action, Thriller"
9029,2019-10-18,#AnneFrank. Parallel Stories,7,en,"Documentary, Drama, History"
9030,2020-01-14,Angels Fallen,5.7,en,"Horror, Fantasy, Science Fiction"
9031,2006-12-12,We Are Marshall,6.9,en,"Drama, History"
9032,2020-08-28,Unknown Origins,6.2,es,"Drama, Thriller"
9033,2016-03-17,Get a Job,5.3,en,Comedy
9034,2006-09-09,A Good Year,6.7,en,"Comedy, Drama, Romance"
9035,1991-12-27,Naked Lunch,7,en,"Crime, Drama"
9036,1973-03-01,Charlotte's Web,6.7,en,"Family, Music, Animation, Drama, Comedy"
9037,2001-03-02,See Spot Run,5.8,en,"Family, Comedy, Action, Crime"
9038,1965-06-01,Repulsion,7.5,en,"Drama, Thriller, Horror"
9039,2017-08-09,Midnight Runners,7.5,ko,"Comedy, Action, Mystery"
9040,2003-02-09,Good Bye Lenin!,7.6,de,"Comedy, Drama"
9041,2020-07-21,Double World,6.7,zh,"Action, Adventure, Fantasy"
9042,2010-04-14,Cemetery Junction,6.5,en,"Drama, Comedy"
9043,1986-04-23,Jumpin' Jack Flash,6.1,en,"Romance, Comedy, Thriller"
9044,1986-03-07,Matador,6.6,es,"Drama, Thriller"
9045,1983-11-18,Yentl,6.5,en,"Music, Drama, Romance"
9046,2018-04-06,Champions,7.6,es,"Drama, Comedy"
9047,2016-05-04,The Crew,6.2,fr,"Drama, Crime, Thriller"
9048,2011-09-16,Samsara,8.2,en,Documentary
9049,1994-08-25,Quiz Show,7.3,en,"Drama, History"
9050,1999-03-12,Forces of Nature,5.4,en,"Romance, Comedy"
9051,2019-04-12,Stockholm,5.9,en,"Crime, Comedy"
9052,1935-11-22,Mutiny on the Bounty,7.4,en,"Adventure, Drama, History"
9053,1963-09-01,The Executioner,7.6,es,"Comedy, Drama"
9054,2015-06-04,Madame Bovary,5.7,en,Drama
9055,2003-07-22,Seabiscuit,7,en,"Drama, History"
9056,1997-03-12,The Devil's Own,6.1,en,"Crime, Thriller, Drama"
9057,1987-03-27,Blind Date,6,en,"Comedy, Romance"
9058,2016-11-25,The Queen of Spain,5.2,es,"Comedy, Drama"
9059,1993-04-08,Joshua Tree,6,en,Action
9060,2019-05-15,Cold Blood,5.3,fr,"Thriller, Action"
9061,2020-03-27,Resistance,7,en,"War, History, Drama"
9062,2003-12-20,Christmas Vacation 2: Cousin Eddie's Island Adventure,4.2,en,Comedy
9063,2020-10-30,The Perilous Internet Ring,6.9,zh,"Horror, Thriller"
9064,2017-08-23,BPM (Beats per Minute),7.8,fr,Drama
9065,2002-12-17,The Land Before Time IX: Journey to Big Water,6.2,en,"Animation, Adventure, Family"
9066,2009-09-05,Up in the Air,6.8,en,"Drama, Romance"
9067,2016-06-25,Five Nights at Freddy's: The Fan Film,0,en,"Action, Horror, Mystery"
9068,2016-01-23,Unleashing Mr. Darcy,5.6,en,"Romance, TV Movie, Comedy"
9069,1993-05-07,Dave,6.6,en,Comedy
9070,1973-10-14,Mean Streets,7.1,en,"Drama, Crime"
9071,2016-05-25,Elle,6.6,fr,"Drama, Thriller"
9072,1984-07-20,Revenge of the Nerds,6.5,en,Comedy
9073,2017-12-07,Psych: The Movie,7.5,en,"Comedy, Crime, Mystery, TV Movie"
9074,1992-09-16,Bad Lieutenant,7.1,en,"Crime, Drama"
9075,2001-08-22,Jay and Silent Bob Strike Back,6.4,en,Comedy
9076,2001-12-21,Joe Somebody,5.8,en,"Comedy, Romance, Family, Drama"
9077,1969-06-25,The Bridge at Remagen,6.6,en,"History, War, Action"
9078,2021-07-28,Escape from Mogadishu,7.2,ko,"War, Drama, Action"
9079,2018-06-29,Patrick,6.7,en,"Family, Comedy"
9080,1993-08-13,Heart and Souls,7,en,"Fantasy, Comedy, Romance"
9081,2007-10-09,We Own the Night,6.7,en,"Drama, Crime, Thriller"
9082,2019-10-03,Hope Gap,6.2,en,"Drama, Romance"
9083,2016-07-27,Planet of the Sharks,4,en,"Action, Horror, Science Fiction"
9084,2011-09-09,Bucky Larson: Born to Be a Star,4.5,en,Comedy
9085,2006-07-20,Lady in the Water,5.5,en,"Drama, Fantasy, Mystery"
9086,2021-10-15,The Beta Test,6.4,en,"Thriller, Horror, Comedy"
9087,1993-06-18,Once Upon a Forest,6.7,en,"Animation, Family, Adventure"
9088,2017-03-12,The Disaster Artist,7.1,en,"Comedy, Drama"
9089,2019-08-27,The Legend of Hei,8.6,zh,"Animation, Fantasy, Action"
9090,2020-05-28,Arthur & Merlin: Knights of Camelot,5.4,en,"Adventure, History, Action"
9091,2020-09-23,The Swordsman,7.7,ko,"Action, Drama, History"
9092,2003-09-17,Love Me If You Dare,7.3,fr,"Drama, Comedy, Romance"
9093,1993-01-01,American Ninja 5,4.6,en,"Action, Thriller"
9094,1980-02-14,Oscenità,6.8,it,Drama
9095,1966-07-13,Torn Curtain,6.6,en,"Drama, Thriller, Romance"
9096,2020-02-06,Dreambuilders,7.5,da,"Animation, Adventure, Family"
9097,2014-03-21,Rob the Mob,6.1,en,"Crime, Drama"
9098,2011-03-10,Lotoman,7,es,"Family, Comedy"
9099,1974-06-20,Arabian Nights,6.7,it,"Drama, Fantasy, Adventure, Comedy"
9100,1988-12-21,Dangerous Liaisons,7.3,en,"Drama, Romance"
9101,1994-12-04,Sailor Moon S the Movie: Hearts in Ice,7.5,ja,"Animation, Fantasy, Action, Romance, Comedy"
9102,1968-10-30,The Lion in Winter,7.4,en,"Drama, History"
9103,2004-11-12,Toolbox Murders,5.7,en,"Mystery, Horror, Thriller"
9104,1989-12-08,She-Devil,5.9,en,Comedy
9105,1984-09-21,The Company of Wolves,6.4,en,"Horror, Fantasy"
9106,2009-04-30,Thirst,7.1,ko,"Drama, Horror, Thriller"
9107,1999-03-12,The Deep End of the Ocean,6.4,en,"Drama, Mystery"
9108,2010-04-14,You Don't Know Jack,7.1,en,"Drama, TV Movie"
9109,2012-06-15,Let It Shine,7,en,"Family, Music, TV Movie"
9110,2009-01-19,Five Minutes of Heaven,6.2,en,"Crime, Drama, Thriller"
9111,1985-11-22,King Solomon's Mines,5.5,en,"Action, Adventure, Comedy"
9112,2018-09-21,Life Itself,7.2,en,"Drama, Romance"
9113,1962-04-12,Cape Fear,7.5,en,"Drama, Thriller"
9114,2015-10-14,The New Adventures of Aladdin,4.7,fr,"Comedy, Adventure"
9115,2005-09-21,Prime,5.9,en,"Comedy, Drama, Romance"
9116,1952-02-16,The Greatest Show on Earth,6.4,en,"Drama, Family, Romance"
9117,2004-04-24,Casshern,5.9,ja,"Drama, Horror, Science Fiction"
9118,2020-01-21,"Patricia, A Hidden Passion",5.7,es,"Drama, Comedy"
9119,1954-02-12,The Far Country,6.9,en,Western
9120,2001-12-04,The Land Before Time VIII: The Big Freeze,6,en,"Animation, Adventure, Family"
9121,1980-02-15,Saturn 3,5.3,en,"Science Fiction, Thriller"
9122,2000-10-31,Casper's Haunted Christmas,5.4,en,"Animation, Family, Fantasy"
9123,2009-08-06,Julie & Julia,6.7,en,"Romance, Drama"
9124,1997-10-30,Red Corner,6.2,en,"Crime, Drama, Thriller"
9125,2017-12-14,Steel Rain,7.3,ko,"Action, Thriller"
9126,2002-10-11,White Oleander,7.1,en,Drama
9127,1998-05-14,The Horse Whisperer,6.9,en,"Drama, Romance"
9128,2021-07-15,Monster,6.5,en,"Drama, Crime"
9129,1960-07-07,The Brides of Dracula,6.9,en,Horror
9130,1979-10-13,The Black Stallion,7.1,en,"Family, Adventure"
9131,1992-05-22,Far and Away,6.7,en,"Adventure, Drama, Romance, Western"
9132,2016-04-08,Julieta,7,es,"Drama, Romance"
9133,2016-09-01,Akira,6,hi,"Action, Crime, Thriller"
9134,2023-05-24,The Little Mermaid,0,en,"Adventure, Family, Fantasy, Romance"
9135,2017-01-25,The Climb,6.8,fr,"Comedy, Romance, Adventure"
9136,1932-05-06,Vampyr,7.5,de,"Horror, Fantasy"
9137,2017-06-09,Shimmer Lake,5.9,en,"Thriller, Crime, Drama, Mystery"
9138,2007-11-27,The Land Before Time XIII: The Wisdom of Friends,6.2,en,"Animation, Family"
9139,1967-11-22,The Producers,7.2,en,Comedy
9140,1971-05-26,Big Jake,6.9,en,Western
9141,2015-03-13,Home Sweet Hell,5.4,en,"Drama, Comedy"
9142,1989-02-16,Major League,6.9,en,Comedy
9143,1964-09-24,The Train,7.5,en,"Thriller, War, Action"
9144,1990-11-02,Jacob's Ladder,7.4,en,"Drama, Mystery, Horror"
9145,2022-03-11,The Kashmir Files,0,hi,"Thriller, History"
9146,2017-10-20,Where's the Money,5.8,en,Comedy
9147,2016-05-10,Message from the King,6.3,en,Thriller
9148,1988-03-12,Mobile Suit Gundam: Char's Counterattack,6.8,ja,"Animation, Action, Science Fiction"
9149,2009-09-17,The Informant!,6.1,en,"Drama, Comedy, Crime"
9150,1972-03-16,Roma,7.3,it,"Comedy, Drama"
9151,2020-04-03,Coffee & Kareem,5.6,en,"Comedy, Action, Crime"
9152,2013-02-25,Company of Heroes,5.4,en,"War, Drama"
9153,1987-11-01,Deathstalker II,5.8,en,"Action, Adventure, Comedy, Fantasy"
9154,2005-10-15,Return of the Living Dead: Necropolis,5.3,en,"Horror, Comedy"
9155,2021-06-30,Zola,6.2,en,"Comedy, Crime"
9156,2012-07-27,The Philadelphia Experiment,4.8,en,"Adventure, Science Fiction, Thriller, Mystery"
9157,1986-08-01,Howard the Duck,5.4,en,"Comedy, Fantasy, Science Fiction"
9158,2015-08-27,The Assassin,6.4,zh,"Action, Drama, History"
9159,1983-04-29,The Ballad of Narayama,7.4,ja,Drama
9160,1960-05-19,Pollyanna,7.1,en,"Family, Adventure, Drama"
9161,2004-08-18,The Story of Star Wars,6.8,en,Documentary
9162,2016-04-29,Terra Formars,5.7,ja,"Action, Horror, Science Fiction"
9163,2015-09-18,Haikyuu!! Movie 2: Winners and Losers,8.2,ja,"Animation, Comedy"
9164,2014-07-18,I Origins,7.6,en,"Science Fiction, Drama"
9165,1982-07-23,Zapped!,5.2,en,Comedy
9166,2005-09-13,Pooh's Heffalump Halloween Movie,6.8,en,"Animation, Family"
9167,1979-01-31,The Gendarme and the Creatures from Outer Space,6.1,fr,"Comedy, Science Fiction"
9168,1993-12-10,Geronimo: An American Legend,6.3,en,"Western, History"
9169,2007-02-16,Hallam Foe,6.5,en,"Drama, Comedy, Thriller"
9170,2008-04-28,The Objective,5.5,en,"Action, Horror, Science Fiction, Thriller"
9171,2018-03-29,The Children Act,6.5,en,Drama
9172,1996-01-12,Eye for an Eye,6.1,en,"Thriller, Crime"
9173,1994-06-15,Fresh,7.2,en,"Crime, Drama, Thriller"
9174,1994-11-29,Highlander III: The Sorcerer,4.7,en,"Fantasy, Action"
9175,2010-05-17,Outrage,6.9,ja,"Action, Crime, Drama"
9176,2014-10-28,Grace,5,en,"Thriller, Horror"
9177,2022-03-11,I Love America,0,fr,"Comedy, Romance"
9178,2008-06-30,Futurama: The Beast with a Billion Backs,7,en,"Animation, Comedy, Science Fiction, TV Movie"
9179,1973-01-01,Seduction,5.9,it,Drama
9180,2006-04-21,Stick It,6.8,en,"Comedy, Drama"
9181,2009-05-14,Castaway on the Moon,8,ko,"Drama, Comedy, Romance"
9182,2008-09-19,The Forbidden Legend: Sex & Chopsticks,5.6,cn,"Comedy, Drama, Romance"
9183,1991-05-17,What About Bob?,6.8,en,Comedy
9184,1963-12-05,Charade,7.7,en,"Comedy, Mystery, Romance, Thriller"
9185,1948-03-11,Rope,8,en,"Crime, Drama, Thriller"
9186,2021-09-17,The Right Mom,4.7,en,Drama
9187,1954-06-22,On the Waterfront,8,en,"Crime, Drama"
9188,2000-12-13,Brother,7.1,en,"Crime, Drama, Thriller"
9189,2019-02-08,The Man Who Killed Hitler and Then the Bigfoot,5.4,en,"Drama, Adventure, Fantasy"
9190,2017-10-25,See You Up There,7.9,fr,"Drama, Crime, War"
9191,1985-07-26,Godzilla 1985,6.7,ja,"Action, Science Fiction, Thriller"
9192,2003-07-13,Shortcut to Happiness,5.7,en,"Fantasy, Drama, Comedy, Science Fiction"
9193,2018-08-08,The Spy Gone North,7.4,ko,"Drama, History, Thriller"
9194,2010-10-10,Altitude,4.8,en,"Horror, Action, Thriller, Science Fiction"
9195,2017-10-12,The Stronghold,7.3,uk,"Action, Adventure, Comedy, Family, Fantasy, History"
9196,2010-03-18,The Drawn Together Movie: The Movie!,6.3,en,"Animation, Comedy"
9197,1988-06-09,As Tears Go By,7,cn,"Drama, Crime, Romance"
9198,2010-09-30,The Debt,6.5,en,"Drama, Thriller"
9199,1981-03-21,Game of Death II,5.5,cn,"Drama, Action"
9200,2021-02-26,Billie Eilish: The World's a Little Blurry,8.6,en,"Documentary, Music"
9201,2019-09-06,"Live Twice, Love Once",7.5,es,"Comedy, Drama"
9202,1976-01-21,The Smurfs and the Magic Flute,6.5,fr,"Animation, Adventure, Family, Comedy, Fantasy"
9203,2018-06-23,Malicious,5.8,en,"Thriller, Horror"
9204,1995-04-10,A Close Shave,7.5,en,"Family, Animation, Comedy"
9205,2006-09-10,Copying Beethoven,6.4,en,Drama
9206,2016-10-07,The Swap,6.9,en,"Comedy, TV Movie"
9207,2007-10-01,I'm Not There,6.6,en,"Drama, Music"
9208,2007-12-21,Like Stars on Earth,8,hi,Drama
9209,1990-08-10,Air America,5.8,en,"Action, Adventure, Comedy, Drama"
9210,2021-03-18,Looks That Kill,7.3,en,"Comedy, Romance, Drama"
9211,2019-04-03,San Andreas Mega Quake,5.3,en,"Science Fiction, Action, Thriller"
9212,2006-10-20,Flicka,6.9,en,"Family, Drama"
9213,2020-08-26,Rising Phoenix,8.2,en,Documentary
9214,1996-11-02,Comrades: Almost a Love Story,7.4,cn,"Drama, Romance"
9215,2003-01-31,The Recruit,6.3,en,"Action, Thriller"
9216,2018-03-21,The Rider,7.3,en,"Western, Drama"
9217,1998-08-21,Dance with Me,6.8,en,"Drama, Music, Romance"
9218,2010-12-11,Norwegian Wood,6.4,ja,"Drama, Romance"
9219,2014-08-30,Barbie and the Secret Door,7.2,en,"Animation, Family"
9220,1968-12-17,Chitty Chitty Bang Bang,6.8,en,"Family, Music, Adventure, Fantasy, Comedy"
9221,1995-05-30,Embrace of the Vampire,5,en,"Horror, Fantasy"
9222,1956-07-17,High Society,7,en,"Comedy, Music, Romance"
9223,2020-11-18,The Fresh Prince of Bel-Air Reunion,8.6,en,Documentary
9224,2016-10-07,Hounds of Love,6.1,en,"Crime, Drama, Horror"
9225,2010-12-21,Mega Shark vs. Crocosaurus,3.9,en,"Action, Horror, Science Fiction"
9226,2021-04-16,Detective Conan: The Scarlet Bullet,6.8,ja,"Animation, Action, Crime, Mystery, Romance, Thriller"
9227,2016-10-21,Hulk: Where Monsters Dwell,7,en,"Action, Animation, Fantasy, Science Fiction"
9228,2005-10-22,BloodRayne,4.2,en,"Action, Adventure, Fantasy, Horror"
9229,2011-08-07,Teen Spirit,6,en,"Drama, Fantasy, Comedy, TV Movie"
9230,1999-12-07,K-911,5.5,en,"Action, Comedy, Crime"
9231,2012-03-22,Transit,5.7,en,"Action, Thriller, Crime"
9232,2022-03-06,Untitled Digimon 02 Reboot Movie,2,ja,"Adventure, Animation, Fantasy"
